WELL,FILE,N_ROWS,N_CURVES,HAS_DTS,HAS_DTC,HAS_RHOB,HAS_GR,CURVES,DTS_FILL_RATE,DTC_FILL_RATE,RHOB_FILL_RATE,GR_FILL_RATE,RDEP_FILL_RATE,NPHI_FILL_RATE,CALI_FILL_RATE,BS_FILL_RATE,SELECTION_SCORE
ISL-19,ISL-19.las,18463,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6931701240318475,0.6944700211233278,0.9973460434382279,0.996479445377241,0.42544548556572603,0.6919785516979906,0.0,4.76910577912582
AAM-16,AAM-16.las,14836,22,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9852386087894311,0.595915341062281,0.6096656780803451,0.976071717444055,0.1499056349420329,0.5979374494472903,0.6073065516311674,4.748045295227824
HR-17,HR-17.las,14586,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9553681612505142,0.45996160702043054,0.9968462909639381,0.8150281091457562,0.3419031948443713,0.45996160702043054,0.0,4.642533936651583
ALR-19,ALR-19.las,22105,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, ROPA, RDEP, RMED, RMIC, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.708979868807962,0.5984618864510292,0.9746663650757748,0.9762044786247456,0.6001357159013798,0.6027595566613888,0.0,4.565754354218503
TFT-12,TFT-12.las,13779,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, ROPA, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6387981711299804,0.6388707453371072,0.9834530807750925,0.9994194063429857,0.1625662239640032,0.6359677770520357,0.0,4.538210320052253
ISL-17,ISL-17.las,16891,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8080042626250666,0.45971227280800425,0.992658812385294,0.9976318749629981,0.6180214315315848,0.4596530696820792,0.4186845065419454,4.525723758214434
ELG-1,ELG-1.las,28514,17,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9572490706319703,0.3104439924247738,0.9940730869046784,0.9837272918566319,0.3105492038998387,0.6673563863365365,0.0,4.513186504874798
TFT-1,TFT-1.las,16035,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6970377299657,0.6967259120673527,0.824384159650764,0.8319925163704397,0.7367633302151544,0.8361708762082943,0.9982538197692548,4.443903960087309
AAM-13,AAM-13.las,18058,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6156274227489201,0.6177871303577361,0.994462288182523,0.9823900764204231,0.19597962122051168,0.6269243548565733,0.6141876176763761,4.443681470816259
AAM-8,AAM-8.las,22963,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6660279580194225,0.7087488568566825,0.9971258110874015,0.6944650089274049,0.17118843356704264,0.6944214606105474,0.9980403257414101,4.441144449767016
AAM-4,AAM-4.las,13783,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, MUDWEIGHT, ROP, RDEP, RSHA, RMED, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.5948632373213378,0.6006674889356454,0.9645940651527244,0.9613291736196764,0.5974751505477762,0.5230356235942828,0.0,4.316984691286367
MZL-1,MZL-1.las,16950,17,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, ROPA, RDEP, RMED, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6169911504424779,0.5952212389380531,0.9223008849557522,0.9221238938053097,0.5941592920353982,0.0037758112094395282,0.0,4.268849557522124
AAM-6,AAM-6.las,13337,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, MUDWEIGHT, ROP, RDEP, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7926070330659069,0.3868186248781585,0.9956511959211217,0.8795081352628027,0.49936267526430234,0.8830321661543076,0.9946764639724076,4.234010647072055
AAM-14,AAM-14.las,20021,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6491184256530643,0.6508166425253484,0.9807701912991359,0.6502672194196094,0.1286149542979871,0.6521652265121622,0.9988512062334549,4.230907547075571
ELG-2,ELG-2.las,30856,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9671052631578947,0.14839901477832512,0.9979258491055224,0.9999027741768214,0.14839901477832512,0.796765620948924,0.0,4.228837179154784
HR-4,HR-4.las,20131,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, MUDWEIGHT, RDEP, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9538522676469128,0.12518007053797625,0.993442948686106,0.9762555263027172,0.12518007053797625,0.12393820475882966,0.9954299339327406,4.127763151358601
HR-1,HR-1.las,18547,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9115220790424328,0.09365396020919825,0.9973041462231088,0.9222515770744595,0.090688521054618,0.09888391653636706,0.09742815549684584,3.92990780180083
ZRZ-1,ZRZ-1.las,17982,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.6337448559670782,0.24452230007785564,0.9032365699032365,0.896507618729841,0.24491157824491158,0.9047936825714603,0.9980536091647203,3.556278500722945
HR-7,HR-7.las,19470,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8504879301489471,0.1835130970724191,0.9680534155110426,0.4667180277349769,0.18710837185413456,0.8597329224447868,0.8431432973805855,3.502773497688752
HR-2,HR-2.las,13513,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RMED, DTC, NPHI, PEF, GR, RHOB, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.263894027973063,0.257529786131873,0.9766151113742322,0.9664767261155924,0.2675201657662991,0.2673721601420854,0.9772071338710872,2.9859394656996967
AAM-21,AAM-21.las,16132,23,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.2587403917679147,0.22842796925365733,0.9766922886188941,0.97594842548971,0.22663030002479545,0.6079841309199108,0.9771881973716836,2.926977436151748
TFT-14,TFT-14.las,11467,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.15453039155838494,0.2107787564314991,0.9869189849132293,0.8437254730967123,0.21208685794017615,0.20432545565535887,0.0,2.56126275398971
ALR-14,ALR-14.las,21927,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, RDEP, RSHA, RMED, RMIC, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.11816481962876818,0.12368313038719388,0.9996351530077074,0.9771514571076755,0.12327267752086468,0.0,0.9745975281616273,2.460482510147307
OUR-2,OUR-2.las,28123,16,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RMED, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.1313160046936671,0.15670447676279203,0.9996088610745653,0.19091135369626286,0.15670447676279203,0.14806386231909824,0.0,1.7665611776837462
